,heart_rate_avg,MAD_heart_rate,SDNN,NN50,pNN50,NN20,pNN20,NN12,pNN12,ULF_Power,VLF_Power,LF_Power,HF_Power,Total_Power,Ratio_LF/HF,SD1,SD2,SD1_SD2_ratio,Alpha_DFA,Sample_En,Approximate_En,Mean,Skewness,Kurtosis,label
10,78.87453530675323,5.875291873067017,20.5790164153947,4562,0.048704972989131595,9343,0.09974804091132321,13988,0.14933914120385197,7.143848258125216e-05,1.3703948123040116e-06,6.255097790569765e-07,1.656999492804314e-06,7.509138666541746e-05,0.3774954559571776,11.031910444633537,26.9312560084293,0.40963222959896944,0.9873414966025089,0.36168872140745223,0.6330574597701952,192.15868084470353,6.5473379469947295,243.26756064372054,1
11,97.37074802011414,8.948401557235862,31.009499785809915,2817,0.024557579984308256,3024,0.02636213059018394,4027,0.035105919274692705,3.8248705672227775e-05,1.2761300864094134e-06,1.479194028633521e-06,2.5096699897156714e-06,4.351369977698638e-05,0.5893978230982886,24.77850304077183,36.18301324623052,0.6848103797257186,0.8289050192633786,0.12372236344885269,0.2723885905312504,156.85907941766192,27.30415183578633,1524.5854594600005,1
12,78.86268804845623,14.326283087405677,42.70157061966873,9142,0.09098328025477707,23001,0.22891122611464967,29850,0.29707404458598724,0.00016960447149223952,2.824259290625769e-06,5.297112237057726e-07,2.2138409460797792e-07,0.00017317982610117906,2.3927248461266992,7.652483580589114,59.902395895809065,0.12774920712519452,0.9769490397053949,0.579067477847874,0.818391169915027,199.19782046178344,0.3162177982832975,-0.7786909967298956,0
13,74.80334245987923,10.368632351635751,36.49428840745633,8222,0.09151927336680062,23188,0.25810616769999667,30534,0.3398746646779238,9.432035657770111e-05,3.41833494748841e-06,7.030069231130637e-07,6.190362233324509e-07,9.906073467163504e-05,1.1356474736301765,10.84842974862381,50.45754609534353,0.2150011363637233,1.0386390934560763,0.7083446409281098,0.9548307616849581,206.893899086143,0.4591558738707262,0.6098435017893649,0
14,80.32500346960734,9.119316019157626,25.32391273404214,3192,0.031263773396409365,19080,0.1868774424822966,28383,0.27799488731525285,8.998203421859899e-05,2.086454922606956e-06,4.61525760954949e-07,2.061649400699436e-07,9.273617984223084e-05,2.2386238940450864,4.969590082505997,35.466922629864065,0.1401190098833518,1.0581067814494787,0.7532817460297931,0.8622388330761326,190.40573365067237,-0.306372460628363,0.03159684063029555,0
15,83.52078016836269,8.786056360024073,22.12758750148494,617,0.005913190151711183,5625,0.05390874327937667,11991,0.11491906500675657,0.00016034610490946763,3.0626389861091134e-06,7.719046146624408e-07,1.0401056447888159e-07,0.00016428465907471806,7.421405878622735,2.744992879406695,31.172519178281775,0.08805810219275317,1.032270822413938,0.41592887892434866,0.5421259660048876,182.32955732535964,0.009602887889301373,-0.8070427228828572,0
16,79.43544759104834,11.228826407121572,37.6494901068171,15875,0.14660251556064496,29393,0.2714385977873409,35968,0.3321574349408049,5.209825211701477e-05,1.7350331739452818e-06,1.087755912985563e-06,1.5691522566633362e-06,5.649019346060895e-05,0.6932124708526245,15.651085582711833,50.8908176492217,0.30754242721331465,0.961844891681386,0.7721045082598804,1.1606575544267188,195.47652512790205,0.9390713204171517,1.5048096177141623,0
17,66.90334751954059,13.075463438859565,61.386869135668334,13335,0.16264773683632772,23977,0.29244880285898983,28598,0.3488113969287814,0.00015114890327198657,4.046746871466545e-06,7.301802206707465e-07,4.3430529923305336e-07,0.0001563601356633569,1.6812602147848146,13.628688748152014,85.73797823768984,0.15895743086417838,0.9469293104430865,0.5536148298168372,0.857024000678611,238.2749704221401,0.7280275591694887,-0.47641486038073166,0
18,74.02718787898894,8.893648998568592,28.981137136800015,7307,0.0718966467254408,24595,0.24200055100755669,33425,0.3288826353904282,4.948340869008834e-05,1.407073730446555e-06,5.376846785993138e-07,2.92147412354111e-07,5.172031451148832e-05,1.8404567552615796,6.375867470035833,40.48674889150774,0.1574803520806581,1.0486818639913529,0.9385147158328215,1.0914841185706305,206.75374881926953,0.058792127260441376,-0.80163411906193,0
19,73.90239097238552,14.34235310705759,53.34859066116849,13616,0.15669125516415985,24368,0.28042395019390776,29435,0.33873436367193344,0.00012117286278576513,2.7876455630897584e-06,5.035317630045883e-07,5.140580587173333e-07,0.0001249780981705768,0.9795231384194034,12.480974496643245,74.40659666033326,0.16774016091098748,1.0549486202152323,0.5131720214661307,0.8717265937168461,215.0428438265993,0.8430759278417449,5.643759232720523,0
20,71.03800206893622,10.649457458212286,39.642725362930534,11124,0.1270457634280885,23721,0.2709144691008349,29745,0.33971379298530135,1.766956628939574e-05,1.6857331541233195e-06,4.008171104292126e-07,4.891614872337797e-07,2.024527804118205e-05,0.8193962952722286,10.457055141355548,55.079672468306754,0.18985325570649705,1.0691929271491198,0.5407209223782825,0.9417912570857356,218.13749585993443,0.45235629856936127,-0.1682859057299333,0
21,82.63003350284272,9.170618393417474,25.768396595883292,5766,0.057272266754074916,21211,0.2106836715436495,30024,0.29822104353526624,0.00010751229743628508,2.475166194055781e-06,1.144234859184972e-06,5.697880777196734e-07,0.00011170148656724551,2.0081762043254217,6.546914712398048,35.849273697638,0.18262335710386804,0.9618623796852462,0.7528348587683813,0.9832131948218157,184.9518162042969,0.6324002652774513,0.6253307648873987,0
22,83.3300523927576,9.097445687853593,24.985630012645252,2503,0.024399278646975678,13424,0.1308573378174197,23012,0.22432129453623825,2.7692959043724768e-05,1.3975428354038524e-06,8.234505163917787e-07,3.0976964147187684e-07,3.0223722036992277e-05,2.658267325613758,5.222185948264816,34.946043364109975,0.1494356855754396,1.0549940165915217,0.6973855529300017,0.889158232498505,183.51957888580202,0.3347112430386615,1.8071424194002086,0
23,84.65699882311851,11.733695210442662,30.24369256087558,5750,0.057699061763082635,19605,0.19672871406351913,27565,0.2766042847824996,0.00014796919760854554,2.9521596529518165e-06,5.198834162339352e-07,3.1254038385085405e-07,0.00015175378106158213,1.663411972009436,5.855761960343799,42.36697779413486,0.13821523897214238,1.0400083432705984,0.6349912094508577,0.8456812604174191,182.16167778836987,0.2661641539215463,-0.7361548376873324,0
24,71.8010103123145,7.265736316027835,25.167916596836264,1328,0.016269923918503362,12914,0.15821520894845814,22412,0.27457946902221186,8.349546333628225e-05,2.185676035537388e-06,1.051884611517812e-06,2.5583765283014194e-07,8.69888616361676e-05,4.1115316681559335,4.479884137402931,35.308657765145334,0.1268777807188472,1.0338654348544234,0.7264696238941419,0.8270155041810074,212.05270573245286,-0.1733367299035143,-0.34389601806466574,0
25,63.78594726196767,7.44753913283678,33.56681687551062,7885,0.10479797979797979,21103,0.28047581073896866,26861,0.35700425305688466,5.0144105659180474e-05,4.22265867672566e-06,2.6173572725031237e-06,4.876279730512005e-07,5.747174958146046e-05,5.3675289711656955,7.982519853050096,46.788444893498074,0.17060878751623954,0.9721309417757837,0.9591949469707638,1.118147836792223,240.01959064327485,0.0189320469066266,-0.22954378460872027,0
26,82.12718103292403,8.966319578302102,25.280170976300965,6210,0.06414427814446406,20218,0.20883559026163842,28138,0.29064278557631723,0.0001022675599425385,4.737465154424748e-06,8.110314856850574e-07,6.842516688545434e-07,0.00010850030825150286,1.1852824371517383,6.194637024876067,35.210442872947,0.17593181225322077,1.0038602331665212,0.761178132191886,0.9771707830233902,186.02467643808166,0.3701917140530898,0.06115281361649183,0
27,90.3872511896713,14.134607942913958,32.892042107087896,1995,0.018071470628198742,9577,0.08675211739662123,16742,0.15165541917659314,0.00020116868635863838,3.1747004102407775e-06,4.5913361775407103e-07,1.4219987123591765e-07,0.00020494472025786914,3.2287906716338886,4.815684424535286,46.26640807125665,0.10408597998613742,1.0120669084507037,0.2615685400850495,0.447606398299746,172.02825309117262,0.4333787284789108,-0.489073859381032,0
